"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Lancaster County, PA"	"42071"	"2001"	"2001"	24	475483	5.0	5.2	0.1%
	"Lancaster County, PA"	"42071"	"2002"	"2002"	28	480118	5.8	5.9	0.1%
	"Lancaster County, PA"	"42071"	"2003"	"2003"	30	485119	6.2	6.4	0.1%
	"Lancaster County, PA"	"42071"	"2004"	"2004"	43	489977	8.8	9.0	0.1%
	"Lancaster County, PA"	"42071"	"2005"	"2005"	48	494722	9.7	10.0	0.1%
	"Lancaster County, PA"	"42071"	"2006"	"2006"	37	500922	7.4	7.2	0.1%
	"Lancaster County, PA"	"42071"	"2007"	"2007"	44	506639	8.7	9.0	0.1%
	"Lancaster County, PA"	"42071"	"2008"	"2008"	47	511957	9.2	9.5	0.1%
	"Lancaster County, PA"	"42071"	"2009"	"2009"	54	516577	10.5	10.9	0.1%
	"Lancaster County, PA"	"42071"	"2010"	"2010"	53	519445	10.2	10.2	0.1%
	"Lancaster County, PA"	"42071"	"2011"	"2011"	60	523594	11.5	11.8	0.2%
	"Lancaster County, PA"	"42071"	"2012"	"2012"	63	526823	12.0	13.1	0.2%
	"Lancaster County, PA"	"42071"	"2013"	"2013"	54	529600	10.2	10.9	0.1%
	"Lancaster County, PA"	"42071"	"2014"	"2014"	70	533320	13.1	13.2	0.2%
	"Lancaster County, PA"	"42071"	"2015"	"2015"	81	536624	15.1	15.9	0.2%
	"Lancaster County, PA"	"42071"	"2016"	"2016"	122	538500	22.7	24.4	0.3%
	"Lawrence County, PA"	"42073"	"1999"	"1999"	Suppressed	94870	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2000"	"2000"	Suppressed	94643	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2001"	"2001"	Suppressed	94085	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2002"	"2002"	Suppressed	93938	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2003"	"2003"	11	93696	Unreliable	Unreliable	0.0%
	"Lawrence County, PA"	"42073"	"2004"	"2004"	19	93250	Unreliable	Unreliable	0.1%
	"Lawrence County, PA"	"42073"	"2005"	"2005"	Suppressed	92741	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2006"	"2006"	16	92248	Unreliable	Unreliable	0.0%
	"Lawrence County, PA"	"42073"	"2007"	"2007"	14	92007	Unreliable	Unreliable	0.0%
	"Lawrence County, PA"	"42073"	"2008"	"2008"	22	91798	24.0	24.3	0.1%
	"Lawrence County, PA"	"42073"	"2009"	"2009"	Suppressed	91391	Suppressed	Suppressed	Suppressed
	"Lawrence County, PA"	"42073"	"2010"	"2010"	12	91108	Unreliable	Unreliable	0.0%
	"Lawrence County, PA"	"42073"	"2011"	"2011"	23	90535	25.4	27.4	0.1%
	"Lawrence County, PA"	"42073"	"2012"	"2012"	14	89871	Unreliable	Unreliable	0.0%
	"Lawrence County, PA"	"42073"	"2013"	"2013"	27	89333	30.2	31.5	0.1%
	"Lawrence County, PA"	"42073"	"2014"	"2014"	23	88771	25.9	28.3	0.1%
	"Lawrence County, PA"	"42073"	"2015"	"2015"	35	88082	39.7	48.3	0.1%
	"Lawrence County, PA"	"42073"	"2016"	"2016"	41	87294	47.0	56.1	0.1%
	"Lebanon County, PA"	"42075"	"1999"	"1999"	Suppressed	119944	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2000"	"2000"	11	120327	Unreliable	Unreliable	0.0%
	"Lebanon County, PA"	"42075"	"2001"	"2001"	Suppressed	120954	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2002"	"2002"	Suppressed	121698	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2003"	"2003"	Suppressed	123154	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2004"	"2004"	Suppressed	124644	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2005"	"2005"	10	126197	Unreliable	Unreliable	0.0%
	"Lebanon County, PA"	"42075"	"2006"	"2006"	11	128302	Unreliable	Unreliable	0.0%
	"Lebanon County, PA"	"42075"	"2007"	"2007"	Suppressed	130182	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2008"	"2008"	11	131574	Unreliable	Unreliable	0.0%
	"Lebanon County, PA"	"42075"	"2009"	"2009"	Suppressed	132959	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2010"	"2010"	Suppressed	133568	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2011"	"2011"	Suppressed	134311	Suppressed	Suppressed	Suppressed
	"Lebanon County, PA"	"42075"	"2012"	"2012"	11	135251	Unreliable	Unreliable	0.0%
	"Lebanon County, PA"	"42075"	"2013"	"2013"	10	135486	Unreliable	Unreliable	0.0%
	"Lebanon County, PA"	"42075"	"2014"	"2014"	17	136359	Unreliable	Unreliable	0.0%
	"Lebanon County, PA"	"42075"	"2015"	"2015"	30	137067	21.9	23.9	0.1%
	"Lebanon County, PA"	"42075"	"2016"	"2016"	16	138863	Unreliable	Unreliable	0.0%
	"Lehigh County, PA"	"42077"	"1999"	"1999"	19	310514	Unreliable	Unreliable	0.1%
	"Lehigh County, PA"	"42077"	"2000"	"2000"	30	312090	9.6	9.8	0.1%
	"Lehigh County, PA"	"42077"	"2001"	"2001"	20	314823	6.4	6.5	0.1%
	"Lehigh County, PA"	"42077"	"2002"	"2002"	17	317252	Unreliable	Unreliable	0.0%
	"Lehigh County, PA"	"42077"	"2003"	"2003"	45	321588	14.0	14.2	0.1%
	"Lehigh County, PA"	"42077"	"2004"	"2004"	44	326138	13.5	13.8	0.1%
	"Lehigh County, PA"	"42077"	"2005"	"2005"	37	331327	11.2	11.7	0.1%
	"Lehigh County, PA"	"42077"	"2006"	"2006"	35	336794	10.4	10.7	0.1%
	"Lehigh County, PA"	"42077"	"2007"	"2007"	39	340848	11.4	11.2	0.1%
	"Lehigh County, PA"	"42077"	"2008"	"2008"	53	344743	15.4	15.1	0.1%
	"Lehigh County, PA"	"42077"	"2009"	"2009"	49	347237	14.1	14.2	0.1%
	"Lehigh County, PA"	"42077"	"2010"	"2010"	44	349497	12.6	12.5	0.1%
	"Lehigh County, PA"	"42077"	"2011"	"2011"	63	352947	17.8	19.0	0.2%
	"Lehigh County, PA"	"42077"	"2012"	"2012"	60	355245	16.9	17.6	0.2%
	"Lehigh County, PA"	"42077"	"2013"	"2013"	57	355092	16.1	16.4	0.2%
	"Lehigh County, PA"	"42077"	"2014"	"2014"	68	357823	19.0	19.5	0.2%
	"Lehigh County, PA"	"42077"	"2015"	"2015"	73	360685	20.2	21.0	0.2%
	"Lehigh County, PA"	"42077"	"2016"	"2016"	105	363147	28.9	29.1	0.3%
	"Luzerne County, PA"	"42079"	"1999"	"1999"	40	320888	12.5	13.5	0.1%
	"Luzerne County, PA"	"42079"	"2000"	"2000"	42	319250	13.2	13.9	0.1%
	"Luzerne County, PA"	"42079"	"2001"	"2001"	31	316665	9.8	10.7	0.1%
	"Luzerne County, PA"	"42079"	"2002"	"2002"	42	315711	13.3	14.1	0.1%
	"Luzerne County, PA"	"42079"	"2003"	"2003"	48	315640	15.2	16.4	0.1%
	"Luzerne County, PA"	"42079"	"2004"	"2004"	54	315439	17.1	17.7	0.1%
	"Luzerne County, PA"	"42079"	"2005"	"2005"	51	316187	16.1	16.9	0.1%
	"Luzerne County, PA"	"42079"	"2006"	"2006"	50	316837	15.8	16.4	0.1%
	"Luzerne County, PA"	"42079"	"2007"	"2007"	62	318232	19.5	20.6	0.2%
	"Luzerne County, PA"	"42079"	"2008"	"2008"	68	319210	21.3	22.8	0.2%
	"Luzerne County, PA"	"42079"	"2009"	"2009"	61	320527	19.0	19.2	0.2%
	"Luzerne County, PA"	"42079"	"2010"	"2010"	56	320918	17.4	17.5	0.2%
	"Luzerne County, PA"	"42079"	"2011"	"2011"	61	320651	19.0	19.7	0.2%
	"Luzerne County, PA"	"42079"	"2012"	"2012"	71	321027	22.1	23.1	0.2%
	"Luzerne County, PA"	"42079"	"2013"	"2013"	75	320103	23.4	22.8	0.2%
	"Luzerne County, PA"	"42079"	"2014"	"2014"	74	318829	23.2	23.4	0.2%
	"Luzerne County, PA"	"42079"	"2015"	"2015"	104	318449	32.7	34.9	0.3%
	"Luzerne County, PA"	"42079"	"2016"	"2016"	157	316383	49.6	51.3	0.4%
	"Lycoming County, PA"	"42081"	"1999"	"1999"	Suppressed	120182	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2000"	"2000"	Suppressed	120044	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2001"	"2001"	Suppressed	118930	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2002"	"2002"	Suppressed	118344	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2003"	"2003"	Suppressed	118108	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2004"	"2004"	Suppressed	117911	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2005"	"2005"	Suppressed	117530	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2006"	"2006"	Suppressed	116983	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2007"	"2007"	Suppressed	116524	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2008"	"2008"	Suppressed	116147	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2009"	"2009"	Suppressed	116081	Suppressed	Suppressed	Suppressed
	"Lycoming County, PA"	"42081"	"2010"	"2010"	14	116111	Unreliable	Unreliable	0.0%
	"Lycoming County, PA"	"42081"	"2011"	"2011"	10	116747	Unreliable	Unreliable	0.0%
	"Lycoming County, PA"	"42081"	"2012"	"2012"	12	117168	Unreliable	Unreliable	0.0%
	"Lycoming County, PA"	"42081"	"2013"	"2013"	20	116754	17.1	16.5	0.1%
	"Lycoming County, PA"	"42081"	"2014"	"2014"	13	116508	Unreliable	Unreliable	0.0%
	"Lycoming County, PA"	"42081"	"2015"	"2015"	20	116048	17.2	17.4	0.1%
	"Lycoming County, PA"	"42081"	"2016"	"2016"	31	115248	26.9	30.7	0.1%
	"Mc Kean County, PA"	"42083"	"1999"	"1999"	Suppressed	46287	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2000"	"2000"	Suppressed	45936	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2001"	"2001"	Suppressed	45263	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2002"	"2002"	Suppressed	45419	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2003"	"2003"	Suppressed	44980	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2004"	"2004"	Suppressed	44582	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2005"	"2005"	Suppressed	44187	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2006"	"2006"	Suppressed	44309	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2007"	"2007"	Suppressed	44045	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2008"	"2008"	Suppressed	43856	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2009"	"2009"	Suppressed	43701	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2010"	"2010"	Suppressed	43450	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2011"	"2011"	Suppressed	43222	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2012"	"2012"	Suppressed	43127	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2013"	"2013"	Suppressed	42979	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2014"	"2014"	Suppressed	42554	Suppressed	Suppressed	Suppressed
	"Mc Kean County, PA"	"42083"	"2015"	"2015"	11	42412	Unreliable	Unreliable	0.0%
	"Mc Kean County, PA"	"42083"	"2016"	"2016"	Suppressed	41883	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"1999"	"1999"	Suppressed	120749	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2000"	"2000"	Suppressed	120293	Suppressed	Suppressed	Suppressed
	"Mercer County, PA"	"42085"	"2001"	"2001"	15	119861	Unreliable	Unreliable	0.0%
	"Mercer County, PA"	"42085"	"2002"	"2002"	16	119476	Unreliable	Unreliable	0.0%
	"Mercer County, PA"	"42085"	"2003"	"2003"	15	119431	Unreliable	Unreliable	0.0%
	"Mercer County, PA"	"42085"	"2004"	"2004"	18	119113	Unreliable	Unreliable	0.0%
	"Mercer County, PA"	"42085"	"2005"	"2005"	20	118594	16.9	17.6	0.1%
	"Mercer County, PA"	"42085"	"2006"	"2006"	16	118123	Unreliable	Unreliable	0.0%
	"Mercer County, PA"	"42085"	"2007"	"2007"	26	117794	22.1	23.2	0.1%
	"Mercer County, PA"	"42085"	"2008"	"2008"	20	117189	17.1	17.4	0.1%
	"Mercer County, PA"	"42085"	"2009"	"2009"	25	116816	21.4	22.4	0.1%
	"Mercer County, PA"	"42085"	"2010"	"2010"	21	116638	18.0	20.3	0.1%
	"Mercer County, PA"	"42085"	"2011"	"2011"	17	116205	Unreliable	Unreliable	0.0%
	"Mercer County, PA"	"42085"	"2012"	"2012"	21	115655	18.2	21.1	0.1%
	"Mercer County, PA"	"42085"	"2013"	"2013"	27	115195	23.4	26.0	0.1%
	"Mercer County, PA"	"42085"	"2014"	"2014"	32	114884	27.9	31.8	0.1%
	"Mercer County, PA"	"42085"	"2015"	"2015"	21	114234	18.4	19.7	0.1%
	"Mercer County, PA"	"42085"	"2016"	"2016"	35	112913	31.0	36.7	0.1%
	"Mifflin County, PA"	"42087"	"1999"	"1999"	Suppressed	46463	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2000"	"2000"	Suppressed	46486	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2001"	"2001"	Suppressed	46535	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2002"	"2002"	Suppressed	46558	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2003"	"2003"	Suppressed	46420	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2004"	"2004"	11	46313	Unreliable	Unreliable	0.0%
	"Mifflin County, PA"	"42087"	"2005"	"2005"	10	46377	Unreliable	Unreliable	0.0%
	"Mifflin County, PA"	"42087"	"2006"	"2006"	Suppressed	46435	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2007"	"2007"	Suppressed	46551	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2008"	"2008"	Suppressed	46600	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2009"	"2009"	Suppressed	46662	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2010"	"2010"	Suppressed	46682	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2011"	"2011"	Suppressed	46858	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2012"	"2012"	Suppressed	46773	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2013"	"2013"	Suppressed	46616	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2014"	"2014"	Suppressed	46552	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2015"	"2015"	Suppressed	46500	Suppressed	Suppressed	Suppressed
	"Mifflin County, PA"	"42087"	"2016"	"2016"	13	46342	Unreliable	Unreliable	0.0%
	"Monroe County, PA"	"42089"	"1999"	"1999"	Suppressed	134936	Suppressed	Suppressed	Suppressed
	"Monroe County, PA"	"42089"	"2000"	"2000"	19	138687	Unreliable	Unreliable	0.1%
	"Monroe County, PA"	"42089"	"2001"	"2001"	Suppressed	143775	Suppressed	Suppressed	Suppressed
	"Monroe County, PA"	"42089"	"2002"	"2002"	11	148833	Unreliable	Unreliable	0.0%
	"Monroe County, PA"	"42089"	"2003"	"2003"	24	154027	15.6	15.0	0.1%
	"Monroe County, PA"	"42089"	"2004"	"2004"	17	158181	Unreliable	Unreliable	0.0%
	"Monroe County, PA"	"42089"	"2005"	"2005"	20	162045	12.3	12.2	0.1%
	"Monroe County, PA"	"42089"	"2006"	"2006"	22	165185	13.3	14.4	0.1%
	"Monroe County, PA"	"42089"	"2007"	"2007"	25	167352	14.9	15.1	0.1%
	"Monroe County, PA"	"42089"	"2008"	"2008"	25	168576	14.8	15.3	0.1%
	"Monroe County, PA"	"42089"	"2009"	"2009"	31	169390	18.3	18.8	0.1%
	"Monroe County, PA"	"42089"	"2010"	"2010"	16	169842	Unreliable	Unreliable	0.0%
	"Monroe County, PA"	"42089"	"2011"	"2011"	24	169882	14.1	13.6	0.1%
	"Monroe County, PA"	"42089"	"2012"	"2012"	26	168798	15.4	16.4	0.1%
	"Monroe County, PA"	"42089"	"2013"	"2013"	34	167148	20.3	20.5	0.1%
	"Monroe County, PA"	"42089"	"2014"	"2014"	29	166314	17.4	17.4	0.1%
	"Monroe County, PA"	"42089"	"2015"	"2015"	43	166397	25.8	27.5	0.1%
	"Monroe County, PA"	"42089"	"2016"	"2016"	35	166098	21.1	22.7	0.1%
	"Montgomery County, PA"	"42091"	"1999"	"1999"	63	744683	8.5	8.4	0.2%
	"Montgomery County, PA"	"42091"	"2000"	"2000"	62	750097	8.3	8.1	0.2%
	"Montgomery County, PA"	"42091"	"2001"	"2001"	54	759392	7.1	7.0	0.1%
	"Montgomery County, PA"	"42091"	"2002"	"2002"	44	766056	5.7	5.8	0.1%
	"Montgomery County, PA"	"42091"	"2003"	"2003"	74	772666	9.6	9.7	0.2%
	"Montgomery County, PA"	"42091"	"2004"	"2004"	81	776493	10.4	10.8	0.2%
	"Montgomery County, PA"	"42091"	"2005"	"2005"	75	779401	9.6	9.6	0.2%
	"Montgomery County, PA"	"42091"	"2006"	"2006"	131	781519	16.8	16.7	0.4%
	"Montgomery County, PA"	"42091"	"2007"	"2007"	93	785170	11.8	11.6	0.3%
	"Montgomery County, PA"	"42091"	"2008"	"2008"	114	789250	14.4	14.4	0.3%
	"Montgomery County, PA"	"42091"	"2009"	"2009"	114	795494	14.3	14.7	0.3%
	"Montgomery County, PA"	"42091"	"2010"	"2010"	115	799874	14.4	14.7	0.3%
	"Montgomery County, PA"	"42091"	"2011"	"2011"	119	804210	14.8	14.6	0.3%
	"Montgomery County, PA"	"42091"	"2012"	"2012"	140	808460	17.3	17.2	0.4%
	"Montgomery County, PA"	"42091"	"2013"	"2013"	142	812376	17.5	17.3	0.4%
	"Montgomery County, PA"	"42091"	"2014"	"2014"	156	816857	19.1	19.0	0.4%
	"Montgomery County, PA"	"42091"	"2015"	"2015"	167	819264	20.4	20.8	0.5%
	"Montgomery County, PA"	"42091"	"2016"	"2016"	246	821725	29.9	31.3	0.7%
	"Montour County, PA"	"42093"	"1999"	"1999"	Suppressed	18148	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2000"	"2000"	Suppressed	18236	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2001"	"2001"	Suppressed	18294	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2002"	"2002"	Suppressed	18237	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2003"	"2003"	Suppressed	18239	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2004"	"2004"	Suppressed	18174	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2005"	"2005"	Suppressed	18183	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2006"	"2006"	Suppressed	18114	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2007"	"2007"	Suppressed	18107	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2008"	"2008"	Suppressed	18090	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2009"	"2009"	Suppressed	18165	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2010"	"2010"	Suppressed	18267	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2011"	"2011"	Suppressed	18296	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2012"	"2012"	Suppressed	18356	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2013"	"2013"	Suppressed	18541	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2014"	"2014"	Suppressed	18641	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2015"	"2015"	Suppressed	18557	Suppressed	Suppressed	Suppressed
	"Montour County, PA"	"42093"	"2016"	"2016"	10	18343	Unreliable	Unreliable	0.0%
	"Northampton County, PA"	"42095"	"1999"	"1999"	12	265928	Unreliable	Unreliable	0.0%
	"Northampton County, PA"	"42095"	"2000"	"2000"	17	267066	Unreliable	Unreliable	0.0%
	"Northampton County, PA"	"42095"	"2001"	"2001"	15	269363	Unreliable	Unreliable	0.0%
	"Northampton County, PA"	"42095"	"2002"	"2002"	17	272782	Unreliable	Unreliable	0.0%
	"Northampton County, PA"	"42095"	"2003"	"2003"	23	276735	8.3	8.6	0.1%
	"Northampton County, PA"	"42095"	"2004"	"2004"	23	281374	8.2	8.6	0.1%
	"Northampton County, PA"	"42095"	"2005"	"2005"	24	285198	8.4	8.2	0.1%
	"Northampton County, PA"	"42095"	"2006"	"2006"	27	289628	9.3	9.1	0.1%
	"Northampton County, PA"	"42095"	"2007"	"2007"	38	293212	13.0	13.0	0.1%
	"Northampton County, PA"	"42095"	"2008"	"2008"	34	295096	11.5	11.0	0.1%
	"Northampton County, PA"	"42095"	"2009"	"2009"	43	296645	14.5	14.3	0.1%
	"Northampton County, PA"	"42095"	"2010"	"2010"	34	297735	11.4	11.7	0.1%
	"Northampton County, PA"	"42095"	"2011"	"2011"	49	298476	16.4	17.2	0.1%
	"Northampton County, PA"	"42095"	"2012"	"2012"	44	299267	14.7	15.2	0.1%
	"Northampton County, PA"	"42095"	"2013"	"2013"	50	299791	16.7	18.0	0.1%
	"Northampton County, PA"	"42095"	"2014"	"2014"	38	300654	12.6	13.3	0.1%
	"Northampton County, PA"	"42095"	"2015"	"2015"	85	300813	28.3	30.0	0.2%
	"Northampton County, PA"	"42095"	"2016"	"2016"	88	302294	29.1	30.7	0.2%
	"Northumberland County, PA"	"42097"	"1999"	"1999"	Suppressed	94833	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2000"	"2000"	Suppressed	94556	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2001"	"2001"	Suppressed	94176	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2002"	"2002"	Suppressed	94024	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2003"	"2003"	Suppressed	93910	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2004"	"2004"	11	93692	Unreliable	Unreliable	0.0%
	"Northumberland County, PA"	"42097"	"2005"	"2005"	12	93543	Unreliable	Unreliable	0.0%
	"Northumberland County, PA"	"42097"	"2006"	"2006"	Suppressed	93475	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2007"	"2007"	Suppressed	93728	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2008"	"2008"	10	94150	Unreliable	Unreliable	0.0%
	"Northumberland County, PA"	"42097"	"2009"	"2009"	Suppressed	94774	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2010"	"2010"	14	94528	Unreliable	Unreliable	0.0%
	"Northumberland County, PA"	"42097"	"2011"	"2011"	12	94558	Unreliable	Unreliable	0.0%
	"Northumberland County, PA"	"42097"	"2012"	"2012"	Suppressed	94428	Suppressed	Suppressed	Suppressed
	"Northumberland County, PA"	"42097"	"2013"	"2013"	17	94076	Unreliable	Unreliable	0.0%
	"Northumberland County, PA"	"42097"	"2014"	"2014"	15	93944	Unreliable	Unreliable	0.0%
	"Northumberland County, PA"	"42097"	"2015"	"2015"	16	93246	Unreliable	Unreliable	0.0%
	"Northumberland County, PA"	"42097"	"2016"	"2016"	32	92541	34.6	36.7	0.1%
	"Perry County, PA"	"42099"	"1999"	"1999"	Suppressed	43565	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2000"	"2000"	Suppressed	43602	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2001"	"2001"	Suppressed	43804	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2002"	"2002"	Suppressed	43896	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2003"	"2003"	Suppressed	44216	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2004"	"2004"	Suppressed	44463	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2005"	"2005"	Suppressed	44741	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2006"	"2006"	Suppressed	45121	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2007"	"2007"	Suppressed	45454	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2008"	"2008"	Suppressed	45549	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2009"	"2009"	Suppressed	45874	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2010"	"2010"	Suppressed	45969	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2011"	"2011"	Suppressed	46042	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2012"	"2012"	Suppressed	45701	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2013"	"2013"	Suppressed	45562	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2014"	"2014"	Suppressed	45634	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2015"	"2015"	Suppressed	45685	Suppressed	Suppressed	Suppressed
	"Perry County, PA"	"42099"	"2016"	"2016"	14	45820	Unreliable	Unreliable	0.0%
	"Philadelphia County, PA"	"42101"	"1999"	"1999"	310	1520064	20.4	21.1	0.8%
	"Philadelphia County, PA"	"42101"	"2000"	"2000"	378	1517550	24.9	26.2	1.0%
	"Philadelphia County, PA"	"42101"	"2001"	"2001"	321	1505455	21.3	22.4	0.9%
	"Philadelphia County, PA"	"42101"	"2002"	"2002"	315	1498493	21.0	22.1	0.9%
	"Philadelphia County, PA"	"42101"	"2003"	"2003"	297	1493802	19.9	21.0	0.8%
	"Philadelphia County, PA"	"42101"	"2004"	"2004"	336	1492882	22.5	23.5	0.9%
	"Philadelphia County, PA"	"42101"	"2005"	"2005"	400	1490861	26.8	27.5	1.1%
	"Philadelphia County, PA"	"42101"	"2006"	"2006"	462	1488710	31.0	32.2	1.2%
	"Philadelphia County, PA"	"42101"	"2007"	"2007"	366	1493309	24.5	24.9	1.0%
	"Philadelphia County, PA"	"42101"	"2008"	"2008"	388	1499731	25.9	26.6	1.0%
	"Philadelphia County, PA"	"42101"	"2009"	"2009"	359	1514694	23.7	24.2	1.0%
	"Philadelphia County, PA"	"42101"	"2010"	"2010"	352	1526006	23.1	23.3	1.0%
